S#,SNAME,SEX,BDATE,HEIGHT,DORM
2192362576,季玉珍,男,2004-04-13,1.8,西8舍815
2220053809,朱玲,男,2001-08-21,1.78,西17舍314
2229716577,董秀云,男,2004-04-14,1.59,东3舍724
2191330622,赵建华,女,2005-06-04,1.64,东5舍113
2192240988,李桂英,男,2001-10-17,1.5,西12舍217
2215233201,田佳,女,2002-01-12,1.67,西15舍203
2219960932,林俊,男,2006-05-16,1.67,西12舍921
2221334726,萧云,男,2006-04-23,1.72,东2舍802
2215846352,梁文,女,2000-08-14,1.55,西3舍929
2208571112,李婷婷,男,2006-05-11,1.47,东12舍511
2219374904,陈晶,女,2005-07-14,1.66,东2舍930
2208293982,赵飞,女,2005-04-25,1.5,东14舍612
2202902099,宋玉英,男,2006-09-11,1.56,西9舍408
2221358294,吴飞,男,2003-07-25,1.56,西16舍628
2222743573,靳强,女,2000-06-21,1.53,西22舍601
2218334860,余淑英,男,1999-08-28,1.71,西8舍529
2199175789,王杰,男,2002-04-27,1.76,西1舍606
2199306790,陈建军,女,2001-12-11,1.62,东10舍205
2222514735,殷丽娟,男,2007-02-17,1.72,东16舍918
2200640691,周欣,男,2001-06-09,1.79,西11舍820
2216163816,杜畅,女,2000-10-20,1.49,西22舍325
2213188989,张想,男,2007-02-13,1.74,东2舍115
2195779764,宋玉,女,2001-08-10,1.36,西3舍121
2210273016,耿芳,女,2002-02-12,1.55,东2舍423
2223960881,张倩,男,2004-02-20,1.63,西14舍819
2221238759,孟欢,女,2003-06-24,1.57,东10舍307
2200410052,吕志强,女,2002-11-18,1.62,西10舍116
2219013621,李艳,女,2001-06-03,1.58,西21舍528
2199708316,金晨,女,2000-08-21,1.69,西16舍826
2197636786,张飞,男,2001-11-23,1.58,东14舍518
2212431285,张杨,男,2001-08-03,1.63,西10舍306
2205221334,黄伟,女,2000-06-22,1.59,东5舍813
2199202291,王秀梅,女,2003-06-17,1.55,东10舍727
2222333211,陈建国,女,2003-06-25,1.69,东8舍519
2215288629,周雪梅,男,2001-01-13,1.61,西22舍101
2195954756,何洋,女,1999-12-06,1.65,西1舍601
2198288807,唐建平,男,2000-02-17,1.73,西4舍703
2204294641,赵红,女,2005-07-05,1.67,西1舍418
2193800727,郭兰英,男,2000-09-30,1.82,西2舍830
2200262376,龙杨,男,2003-08-21,1.59,西1舍509
2201518364,王欢,女,2004-02-20,1.57,东20舍507
2203924698,张丽娟,女,2004-05-03,1.54,西11舍625
2229101199,张春梅,男,2004-12-09,1.68,西14舍230
2200923341,牛畅,女,2006-11-30,1.52,西5舍502
2194821081,林桂芝,女,2004-11-30,1.55,西6舍111
2229240593,施莉,男,2007-02-11,1.75,东11舍625
2194377877,高霞,女,2007-04-13,1.58,东21舍219
2192146695,丁桂英,男,2002-10-03,1.7,西22舍620
2225596699,张旭,女,1999-08-23,1.62,东22舍218
2199714014,王燕,女,1999-08-12,1.73,东10舍517
2207743905,刘杨,男,2005-04-27,1.61,东17舍123
2224616896,田红梅,女,2003-01-18,1.58,东21舍303
2202606164,叶霞,男,1999-06-24,1.88,东12舍212
2194626958,胡玉华,女,1999-11-14,1.59,东6舍915
2197301699,陈英,男,2005-06-24,1.62,东22舍402
2206631711,李想,女,2003-05-31,1.44,东8舍928
2219553286,孙倩,男,2001-09-30,1.84,西21舍418
2193663522,杨婷,女,2002-01-01,1.5,东17舍811
2227408388,孙东,男,2006-08-31,1.63,东11舍712
2213821196,曹玉华,女,2000-05-26,1.56,东12舍920
2191466359,赵秀梅,女,2001-07-22,1.6,东14舍415
2192138794,蒲峰,男,2004-02-10,1.56,西7舍908
2203683183,石彬,男,2003-08-07,1.67,西12舍114
2227198201,林艳,男,2006-04-14,1.6,西18舍820
2207299502,陈俊,女,2005-02-01,1.59,东8舍915
2220466509,刘慧,女,2004-07-05,1.64,西16舍811
2212130901,袁丽丽,女,1999-06-25,1.62,西5舍305
2220567715,杨凤英,女,2000-04-10,1.39,东1舍123
2214778186,张秀荣,女,2000-05-19,1.47,西2舍801
2216178634,高欢,男,2003-11-27,1.52,西2舍128
2227150879,王桂兰,男,2005-03-22,1.59,西2舍124
2192558956,范雪梅,男,2003-11-14,1.73,西9舍715
2218457057,陈春梅,女,2005-01-12,1.44,西6舍114
2208572814,张辉,女,2006-05-26,1.63,西9舍918
2210544924,刘柳,男,2000-02-02,1.64,东19舍919
2209663381,刘楠,男,2004-10-29,1.61,东5舍412
2226999099,宋淑兰,男,2002-05-07,1.61,西14舍929
2217384317,魏利,女,2006-01-03,1.45,西1舍902
2220489284,唐辉,女,2002-04-17,1.63,东19舍129
2197803865,罗秀珍,男,2006-01-27,1.69,东7舍717
2200865743,孙旭,男,2000-11-04,1.69,东11舍526
2212928847,武强,女,2006-03-19,1.61,东12舍123
2197828089,梁强,女,2007-03-24,1.53,西22舍809
2205890609,胡静,男,2004-05-09,1.75,东9舍622
2214451795,管莹,男,2000-08-30,1.54,西19舍602
2204981578,廖英,男,2006-03-26,1.78,西20舍805
2193618651,刘倩,男,2004-04-22,1.93,西13舍718
2214937826,马淑华,男,2006-05-18,1.61,西3舍413
2210653641,黄颖,男,2003-05-24,1.66,西13舍516
2199820620,牛平,男,2001-05-14,1.9,西14舍115
2229069687,李倩,女,2007-03-17,1.37,东2舍512
2219132052,倪英,女,1999-08-22,1.34,西18舍906
2194391247,刘敏,女,2006-02-27,1.61,东17舍111
2225202309,萧明,男,2003-10-17,1.51,西15舍718
2193967815,苏丹丹,男,2006-04-12,1.89,西8舍117
2210446531,李华,男,2007-04-25,1.79,西2舍721
2220246468,邹颖,女,2002-01-11,1.57,东21舍829
2228748390,王静,女,2002-06-21,1.65,西22舍518
2205878123,郭杨,女,2006-02-24,1.67,东11舍106
2199170947,张秀英,男,2001-01-05,1.68,东13舍124
2195094467,徐雷,男,2006-12-31,1.76,西2舍316
2202862691,吴飞,男,1999-10-21,1.84,西15舍615
2215281195,王瑞,女,2000-12-06,1.7,西15舍310
2201764276,赵勇,女,2003-04-16,1.79,东8舍205
2202112302,宋磊,女,2003-04-23,1.6,西8舍803
2194613791,黄桂荣,男,2005-04-29,1.81,东15舍817
2206211366,史彬,女,2000-09-12,1.72,西13舍403
2220499786,冯兰英,男,2004-07-25,1.73,东13舍703
2196182145,周帆,女,2003-11-15,1.54,西8舍826
2214556911,陆柳,女,2003-03-28,1.69,东13舍502
2208082979,张桂芳,男,2000-10-05,1.82,东12舍323
2219026985,李丽丽,男,2002-11-04,1.64,东22舍702
2206094421,韩杨,女,2002-08-07,1.63,西15舍514
2222681702,陶金凤,男,2000-09-13,1.77,西7舍507
2198973638,张凤英,男,2006-01-23,1.67,东7舍315
2191232418,刘阳,男,2004-07-25,1.49,西1舍109
2194082481,林建平,男,2003-12-05,1.55,西12舍922
2194888940,张洋,女,2004-03-18,1.59,西7舍524
2213340277,龚冬梅,女,2005-12-08,1.55,西22舍828
2202118739,聂冬梅,男,2001-02-05,1.64,西4舍811
2190812305,王桂珍,男,2000-01-22,1.65,东20舍512
2220685246,陈瑜,女,2004-07-05,1.7,东16舍501
2203055432,杜瑜,女,2002-04-26,1.54,西13舍710
2211680115,蒋玉华,女,2006-04-08,1.49,西21舍111
2213892883,陈瑞,女,2003-07-16,1.58,东12舍402
2198761965,李娟,男,2000-12-25,1.73,西17舍605
2196141859,梁柳,女,2006-03-22,1.62,西10舍906
2205076999,龚华,男,2007-02-05,1.62,西22舍714
2206216843,安娜,男,2006-02-03,1.79,西13舍407
2205034918,孔红梅,女,2005-09-29,1.55,西7舍606
2209512426,孟柳,女,2003-09-04,1.51,东8舍308
2226183580,李想,男,2005-01-22,1.84,西17舍621
2195072993,温凯,女,2007-01-24,1.72,西4舍110
2203197190,赵雪,男,2006-06-01,1.79,东14舍701
2195862730,张海燕,男,2002-07-20,1.77,东13舍906
2193662353,周红霞,女,2001-09-18,1.56,东7舍718
2218388405,林瑜,女,2000-12-07,1.76,东4舍417
2201607407,刘帅,女,2007-01-04,1.6,东2舍711
2226429177,柏帅,女,2004-09-24,1.67,西3舍820
2222114272,吴建国,男,2003-10-16,1.71,东15舍211
2213749156,吕鹏,女,2002-03-09,1.52,东3舍725
2206681736,莫红霞,男,2000-06-10,1.95,西22舍316
2201598004,李欣,女,2005-03-02,1.5,西7舍722
2227981310,熊晨,男,2000-09-02,1.65,西20舍322
2200837025,刘志强,男,2005-12-17,1.86,西5舍526
2218273689,方红梅,男,1999-10-12,1.78,西7舍607
2221332046,孔楠,女,2002-12-30,1.53,西19舍411
2198394345,黄超,女,2002-08-25,1.57,东19舍119
2204611287,崔鹏,女,2002-11-12,1.48,西13舍225
2216273554,庄春梅,女,2006-03-29,1.6,西21舍116
2209550253,王欢,男,2000-06-21,1.69,东5舍418
2194988140,张秀梅,女,2004-04-17,1.57,东20舍510
2195093732,罗敏,男,2002-01-05,1.69,东6舍813
2207694260,郭桂芝,男,2006-08-03,1.54,西15舍729
2199846238,刘欢,女,2005-09-08,1.54,东16舍103
2201226135,罗冬梅,女,2005-09-09,1.48,西13舍207
2194225665,温海燕,女,2000-11-22,1.5,西7舍906
2205413950,金敏,女,2006-09-17,1.61,西6舍528
2212357118,阮莉,女,2004-09-27,1.71,东22舍704
2219094553,杨玉珍,男,2005-02-06,1.68,西21舍126
2207502698,李桂荣,女,2001-06-11,1.63,西11舍120
2208452660,武丽,女,2004-05-08,1.6,西12舍812
2195865967,徐帆,女,2005-07-24,1.57,西14舍430
2222411063,王秀荣,男,2005-03-14,1.7,东4舍229
2202963464,周琳,女,2003-03-04,1.66,东19舍406
2205950378,殷明,男,2005-09-26,1.67,东20舍627
2217832870,周璐,女,2004-02-27,1.41,西19舍402
2217621538,张想,女,2004-08-31,1.81,西22舍522
2211064109,陈军,女,2003-02-27,1.61,东8舍410
2196430762,蔡磊,女,2001-07-31,1.71,西11舍703
2200218040,解丽华,男,2001-09-20,1.63,西17舍516
2210555983,严小红,男,2005-07-28,1.92,东2舍606
2220204197,郭莹,女,2003-10-28,1.62,西1舍524
2191534153,卓萍,女,2006-06-17,1.45,东12舍523
2216238700,孙军,男,2002-01-25,1.76,西3舍603
2221791936,吕东,男,2005-08-18,1.87,西1舍505
2205901679,王杰,女,2001-01-04,1.63,西22舍513
2228048139,陈玉英,女,2003-03-26,1.68,西6舍104
2214814187,薛帆,男,2005-09-16,1.83,东19舍308
2222216859,任琴,男,2004-07-31,1.73,东12舍709
2225416616,田龙,女,2000-12-21,1.74,西22舍521
2220864475,沈峰,男,2003-02-23,1.76,东5舍724
2195846114,杨萍,男,2004-04-05,1.69,东17舍725
2224426051,兰坤,男,2001-02-23,1.63,西18舍611
2226941288,李超,男,2005-03-22,1.59,东7舍918
2226871240,林红,男,2003-02-14,1.67,东18舍806
2229667254,雷秀芳,女,2004-02-17,1.52,西1舍817
2201964929,杜旭,男,2003-04-25,1.59,西19舍518
2205780198,郑俊,女,2003-10-04,1.69,西5舍510
2224745862,杨想,女,2001-10-11,1.36,东2舍420
2219079670,戴艳,男,2005-02-15,1.72,东8舍317
2225267735,王敏,男,2002-12-28,1.75,东21舍713
2226627344,程秀珍,男,2000-01-28,1.69,东16舍725
2211144402,吴倩,男,2006-06-06,1.77,西12舍920
2221305397,邱兰英,男,2000-01-16,1.72,西4舍926
2211882032,金波,男,1999-11-29,1.66,西13舍704
2221750919,朱秀云,男,2001-08-10,1.64,西22舍330
2225834711,王秀梅,男,2000-05-29,1.63,西15舍607
2212506838,孙想,女,2001-12-10,1.57,东17舍111
2194546934,苑英,女,1999-12-09,1.48,西19舍207
2212366424,马丹丹,女,1999-10-04,1.74,西5舍116
2190276397,蔡利,女,2002-09-26,1.53,西20舍512
2217006704,邢鑫,女,2004-07-18,1.54,东19舍226
2192805923,鞠玉兰,女,2000-01-28,1.46,东20舍617
2212588758,熊秀华,女,2004-04-24,1.51,西3舍919
2215884632,徐超,女,2006-11-29,1.51,西15舍705
2202389694,马利,女,2006-02-12,1.75,西1舍215
2212612347,王娟,女,2005-10-18,1.73,东1舍412
2217544852,殷勇,男,2006-09-28,1.68,东12舍305
2202907249,萧飞,男,2000-01-15,1.77,西2舍511
2208365135,陆燕,女,2007-04-28,1.44,东21舍120
2198676219,李玉珍,女,2000-05-17,1.52,西3舍322
2204434792,郑梅,男,2001-07-23,1.58,西16舍513
2214364356,李丽娟,女,2002-09-06,1.58,东11舍421
2201102200,黄桂珍,女,2006-01-29,1.46,西20舍613
2215930993,郑玉梅,男,2004-10-13,1.68,西2舍717
2225783172,刘晶,男,2006-03-05,1.62,西18舍302
2215300484,王宁,女,2002-09-07,1.67,东12舍402
2205878981,乔欢,男,2003-04-12,1.74,东19舍304
2194455223,赵畅,男,2004-04-16,1.53,西7舍107
2194071254,张玉华,男,2003-07-15,1.85,西13舍625
2217008716,陶健,男,2004-03-20,1.64,东15舍915
2198156490,张杨,女,2002-03-11,1.63,西9舍106
2208067526,荣玉梅,男,2003-08-08,1.62,西9舍725
2215523961,崔宁,男,2003-11-22,1.7,西2舍820
2205775845,龚柳,男,2003-03-23,1.73,西3舍117
2204039942,王淑珍,男,2005-02-07,1.66,东18舍620
2211614618,蔡旭,女,2000-08-23,1.6,西6舍210
2190062940,张丽华,女,2002-10-10,1.61,西1舍930
2190312859,傅欣,男,1999-10-31,1.7,西2舍619
2208175358,杨涛,女,1999-07-17,1.56,西21舍820
2196660995,吕桂兰,男,2003-05-12,1.68,东11舍925
2190221617,王淑华,男,2006-09-11,1.75,西9舍723
2205560099,黄强,男,2004-02-06,1.61,东14舍212
2200258304,杨秀梅,男,2006-07-21,1.67,东10舍124
2217786811,马玉梅,女,2007-04-12,1.77,西19舍501
2198915047,程艳,女,2001-07-11,1.55,东19舍313
2226365263,李荣,男,2000-12-24,1.68,西7舍822
2222705941,孔超,男,2001-01-01,1.58,西16舍403
2191306883,冀欣,女,2005-04-15,1.67,西17舍904
2190702147,施冬梅,女,2004-06-04,1.66,东21舍121
2215063554,廖刚,男,2002-05-30,1.81,东4舍119
2195394769,范平,女,2007-01-29,1.74,西20舍522
2193864603,许军,男,2001-06-06,1.75,西15舍713
2201134368,杜英,女,2001-06-12,1.6,东4舍318
2191217746,印霞,女,2003-02-16,1.67,西2舍306
2195619583,张秀梅,女,2001-06-05,1.63,西10舍314
2217426141,夏云,女,2002-12-15,1.62,东17舍514
2225998745,柯云,男,2005-01-08,1.59,西19舍708
2220715868,张玉华,男,2004-08-23,1.66,东2舍213
2194639308,张梅,女,2006-08-05,1.66,西4舍818
2218023990,刘淑兰,女,2000-04-12,1.58,西7舍115
2202558694,王建华,男,2001-12-24,1.78,东7舍927
2191395951,贺玲,女,2005-03-19,1.5,东18舍822
2198074732,李凤英,女,2002-11-27,1.45,东5舍704
2198510148,龚东,男,2000-10-05,1.6,东19舍830
2202361512,朱慧,男,2001-12-02,1.71,东1舍702
2201931172,彭丽丽,男,2006-09-04,1.76,西10舍505
2203893912,顾淑英,女,2006-03-07,1.53,西22舍613
2200410971,赵倩,女,2000-04-12,1.63,西21舍122
2213699979,管玉华,男,2004-12-16,1.69,西19舍625
2204376407,许红霞,男,1999-09-30,1.5,西20舍101
2204512342,刘雪,女,2006-11-09,1.61,东9舍315
2227674721,唐桂荣,男,2004-08-15,1.4,西1舍615
2227307858,陈艳,女,2005-03-05,1.64,东5舍423
2192901104,张晶,女,2005-10-04,1.67,东7舍921
2205373793,黎瑞,女,2001-12-23,1.71,东18舍125
2190961420,汪秀珍,男,2004-12-24,1.73,西12舍411
2210383671,陈金凤,男,2003-03-16,1.72,东12舍905
2190977970,翟晶,男,2003-01-10,1.73,西5舍727
2223184324,邓海燕,女,2001-07-10,1.69,西4舍120
2197381581,孟宇,男,2005-09-16,1.83,西15舍312
2202272272,姚倩,男,2006-03-31,1.59,东2舍629
2216099644,金秀梅,男,2007-03-14,1.58,西2舍217
2197682494,李浩,男,2003-08-26,1.68,西1舍809
2220543714,孙玉兰,男,2001-08-03,1.8,东18舍217
2226441668,杨红梅,男,2002-04-12,1.75,东13舍825
2193948089,时博,男,2001-11-22,1.81,西5舍225
2219637972,宋秀英,女,2001-10-23,1.55,西4舍617
2226056373,熊琴,男,2003-08-31,1.53,东14舍120
2202847720,夏桂芝,男,2000-08-28,1.78,东13舍829
2213560635,岑涛,男,2003-08-09,1.8,西19舍204
2216708633,武旭,女,2000-07-18,1.58,西15舍812
2204528269,夏博,女,2003-08-13,1.79,东15舍106
2211776386,曹洋,男,2003-04-02,1.49,东22舍823
2206967285,赵玉梅,男,2002-08-08,1.75,西10舍830
2203281891,王想,女,2006-12-14,1.73,西10舍624
2197316552,郭龙,男,1999-09-25,1.68,东9舍412
2227294802,张瑞,女,2006-02-04,1.83,东15舍525
2212867280,王龙,女,2005-03-13,1.54,西1舍221
2207403483,冯磊,女,2005-05-30,1.55,西8舍410
2211407300,陈英,男,2001-01-12,1.82,西21舍117
2228054439,范金凤,男,2005-07-26,1.86,西10舍320
2217784149,马飞,男,2000-10-27,1.69,西20舍524
2209198441,薛琳,男,2007-01-19,1.76,东16舍210
2228201103,王欣,男,2003-03-09,1.63,东9舍610
2225827410,吕小红,男,2002-08-21,1.88,东1舍718
2191184261,唐桂香,男,2002-07-02,1.76,西19舍315
2223125974,刘娜,女,2003-11-19,1.55,东11舍513
2203363540,黄利,女,2004-09-12,1.48,西13舍605
2199946442,王建平,女,2003-06-16,1.66,西18舍821
2206988856,曹彬,女,2002-07-07,1.57,东18舍614
2215148329,金博,男,1999-09-01,1.6,东10舍930
2217051589,魏雪梅,女,2004-01-10,1.66,东5舍126
2208366714,陈辉,女,2006-03-25,1.72,西3舍428
2218238614,程凯,男,2006-03-07,1.55,东10舍908
2191699024,刘欣,男,2005-03-20,1.66,东6舍916
2192802492,周东,女,2007-06-01,1.57,东9舍306
2193709956,苏洁,男,2001-06-24,1.7,西13舍711
2224937394,冯辉,男,2002-10-17,1.78,西18舍911
2227146123,张瑞,女,2007-02-10,1.68,东21舍208
2219169617,欧阳秀珍,女,2001-01-01,1.45,西3舍911
2224740092,李文,女,2002-06-05,1.55,东17舍428
2193354305,魏倩,女,2004-05-26,1.6,东14舍726
2198592697,聂辉,男,2005-10-03,1.7,西16舍929
2217390719,符浩,女,2004-12-01,1.79,西20舍429
2201893438,杨丽华,男,2007-03-01,1.73,东16舍518
2219632979,万杰,男,2004-10-02,1.45,东18舍919
2224311808,张鹏,女,2007-02-07,1.54,东18舍711
2214059103,张洋,男,2002-12-03,1.65,东19舍505
2225056745,邓欣,女,2000-10-02,1.58,东3舍403
2191033181,蔡桂花,男,1999-08-14,1.75,西13舍214
2202200772,刘超,女,2003-04-30,1.54,东21舍502
2196218609,苏颖,男,2001-07-19,1.7,东9舍911
2221679061,李宇,男,2002-10-02,1.83,东19舍730
2201688259,蔡玉,女,2000-03-08,1.5,西13舍520
2203342350,郝帆,男,2004-12-30,1.72,东10舍617
2204434632,雷军,女,2007-01-28,1.56,西16舍124
2197216372,胡俊,男,2002-01-06,1.76,西20舍822
2200607135,高淑华,女,2003-04-09,1.55,东22舍829
2207109795,封辉,男,2002-05-22,1.74,东3舍609
2211865511,余红,女,2006-03-14,1.66,东18舍707
2190646013,宋淑英,女,2005-12-26,1.64,东4舍119
2228140836,孙淑英,男,2006-02-26,1.8,东22舍829
2223814656,姚梅,女,2007-01-09,1.62,西22舍409
2220516453,李林,女,2001-06-20,1.63,西3舍701
2223657650,王建平,女,2003-05-12,1.54,东6舍321
2222857667,陈华,男,1999-11-15,1.8,东11舍318
2226381036,李华,男,2007-06-05,1.61,西15舍611
2191868558,高阳,女,2000-11-01,1.51,西1舍116
2219648583,谢明,女,2000-01-27,1.76,西22舍713
2228506915,余兰英,女,2006-02-01,1.67,西11舍223
2222287880,陈荣,男,2003-12-31,1.66,东17舍928
2211076680,李荣,男,2005-08-06,1.75,东7舍815
2196522862,巴倩,男,2000-02-26,1.69,东5舍819
2201153879,徐楠,女,2000-07-13,1.61,西4舍625
2221472629,潘辉,男,2002-10-21,1.74,西15舍425
2216606977,唐东,男,2006-08-28,1.73,西11舍929
2204860966,程秀荣,女,2006-04-12,1.67,西21舍327
2193414868,张玉,女,2003-02-12,1.6,西21舍120
2211017287,卢红,女,2002-05-10,1.56,东19舍626
2217563224,蔡慧,女,1999-10-24,1.48,西16舍614
2194692467,胡龙,女,2005-10-11,1.46,东6舍427
2223581272,张慧,女,1999-10-08,1.6,东15舍611
2226716093,麻想,男,2001-04-29,1.79,西7舍419
2209928572,胡秀芳,女,2001-04-21,1.44,东11舍310
2192713919,夏桂英,女,2003-11-20,1.5,东21舍827
2204198621,何飞,女,2002-04-11,1.5,东5舍403
2206588056,刘岩,女,2000-09-12,1.72,西20舍211
2195659084,缪玉英,女,2001-02-03,1.53,东1舍411
2205159668,邢小红,男,2000-07-01,1.77,东15舍428
2195004882,李欢,女,1999-09-26,1.5,西1舍317
2226925693,邹秀英,男,2007-02-26,1.57,西13舍104
2215609386,吴凤英,男,2002-01-29,1.8,西12舍322
2212791877,韦晶,女,2006-10-19,1.5,西19舍328
2193125411,姜莉,女,2000-10-19,1.57,西11舍519
2195592633,伍楠,女,2005-02-09,1.57,东3舍608
2193604606,李淑珍,女,2003-10-02,1.74,东17舍219
2197737287,葛想,女,2000-05-17,1.46,西13舍121
2215286833,王建华,男,2004-11-01,1.75,西15舍328
2224188842,徐丽丽,男,2001-05-20,1.79,西8舍901
2215960072,阎桂芳,男,2000-04-19,1.75,西3舍519
2218014697,王军,女,2004-05-06,1.48,西12舍624
2215034053,彭丽娟,男,2000-10-02,1.67,东14舍701
2209927250,柯帆,女,2000-11-09,1.47,西22舍428
2213880423,萧想,男,2004-08-26,1.81,东5舍410
2197814354,李健,女,2003-11-25,1.6,东10舍819
2203829474,王辉,女,2004-02-18,1.6,东10舍702
2215918332,牟红,女,2005-07-04,1.54,东19舍214
2197575954,李晨,男,2001-11-05,1.52,西18舍317
2194032342,范帆,男,2007-03-27,1.6,西2舍114
2227050767,李霞,女,2005-12-27,1.79,东11舍713
2216384628,杜红,男,2001-03-27,1.81,东16舍830
2222766148,胡秀珍,女,2006-10-29,1.51,西3舍524
2226433899,张娜,男,2006-02-01,1.72,东17舍905
2210237177,周丽华,男,2002-01-25,1.69,东12舍718
2202351929,余强,女,1999-07-08,1.46,西15舍522
2195221145,王淑兰,女,2002-11-05,1.57,东14舍210
2214215932,李飞,女,2003-09-20,1.49,东15舍124
2223136205,李辉,女,2006-02-04,1.59,西11舍209
2207410501,徐坤,女,2000-08-15,1.41,东21舍419
2193585422,熊志强,男,2007-05-05,1.69,东22舍721
